attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'average', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': True, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 3, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Dogs Allowed': False, u'Coat Check': True, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Corkage': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': True}, u'Has TV': False, u'Good For Kids': False, u'Good For Groups': True}",VoBDX6GUpXCZXAd5H8udeA,"[u'Bars', u'Breakfast & Brunch', u'Nightlife', u'Lounges', u'American (New)', u'Restaurants']",Boston,"528 Commonwealth Ave
Boston, MA 02215","{u'Monday': {u'close': u'02:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'07:00'}, u'Friday': {u'close': u'02:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'07:00'}, u'Thursday': {u'close': u'02:00', u'open': u'07:00'}, u'Sunday': {u'close': u'02:00', u'open': u'07:00'}, u'Saturday': {u'close': u'02:00', u'open': u'07:00'}}",42.3485498,-71.0960073,Eastern Standard Kitchen and Drinks,[],True,1244,4.0,MA,business
{},8iFiwfE6kFb-m5h_S_BJJg,"[u'American (New)', u'Restaurants']",Boston,"209 Columbus Ave
Back Bay
Boston, MA 02116",{},42.3485404,-71.0723047,209 Boston,[u'Back Bay'],True,5,3.0,MA,business
"{u'Ages Allowed': u'21plus', u'Alcohol': u'full_bar', u'Good For Dancing': True, u'Noise Level': u'very_loud', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Smoking': u'no', u'Happy Hour': False, u'Has TV': False, u'Outdoor Seating': False, u'Coat Check': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Music': {u'dj': True, u'live': False, u'video': False, u'jukebox': False}, u'Accepts Credit Cards': True, u'Wheelchair Accessible': False, u'Good For Groups': True, u'Price Range': 3}",TYXCkY2RV3g_38RfOKAH3g,"[u'Nightlife', u'Dance Clubs']",Boston,"275 Tremont St
Back Bay
Boston, MA 02116","{u'Tuesday': {u'close': u'02:00', u'open': u'22:00'}, u'Friday': {u'close': u'02:00', u'open': u'22:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'22:00'}, u'Thursday': {u'close': u'02:00', u'open': u'22:00'}, u'Sunday': {u'close': u'02:00', u'open': u'22:00'}, u'Saturday': {u'close': u'02:00', u'open': u'22:00'}}",42.3549508182477,-71.0754446137695,Underbar,[u'Back Bay'],True,72,3.0,MA,business
"{u'Alcohol': u'beer_and_wine', u'Open 24 Hours': False, u'Noise Level': u'average', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Caters': True, u'Delivery': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",khoZ3H7qnDzNSFlJrmUVVw,"[u'Chinese', u'Restaurants']",Boston,"58 Beach St
Boston, MA 02111",{},42.324689775505,-71.0859603850873,Vinh-Sun,[],False,145,3.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",N-iHTQLZwsgYv2gqWsr-yA,"[u'Food', u'Breakfast & Brunch', u'Bagels', u'Sandwiches', u'Restaurants']",Boston,"375 Longwood Ave
Boston, MA 02215","{u'Monday': {u'close': u'18:00', u'open': u'05:30'}, u'Tuesday': {u'close': u'18:00', u'open': u'05:30'}, u'Friday': {u'close': u'18:00', u'open': u'05:30'}, u'Wednesday': {u'close': u'18:00', u'open': u'05:30'}, u'Thursday': {u'close': u'18:00', u'open': u'05:30'}, u'Sunday': {u'close': u'15:00', u'open': u'06:00'}, u'Saturday': {u'close': u'15:00', u'open': u'06:00'}}",42.339749960213,-71.108387854133,Bruegger's Bagels,[],True,35,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': True, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Corkage': False, u'Happy Hour': False, u'Wheelchair Accessible': False, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",8dHsRdSZOcqbBjzRjSyeHQ,"[u'Nightlife', u'Tapas Bars', u'Bars', u'Lounges', u'Restaurants']",Boston,"160 Commonwealth Ave
Back Bay
Boston, MA 02116","{u'Monday': {u'close': u'01:00', u'open': u'16:00'}, u'Tuesday': {u'close': u'01:00', u'open': u'16:00'}, u'Friday': {u'close': u'01:00', u'open': u'16:00'}, u'Wednesday': {u'close': u'01:00', u'open': u'16:00'}, u'Thursday': {u'close': u'01:00', u'open': u'16:00'}, u'Sunday': {u'close': u'01:00', u'open': u'16:00'}, u'Saturday': {u'close': u'01:00', u'open': u'16:00'}}",42.351332,-71.0786195,BarLola Tapas Lounge,[u'Back Bay'],True,280,3.5,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': True, u'Caters': False, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",BnQGzViUKZ3R9gOmgZ2SMQ,"[u'Pizza', u'Restaurants']",Brighton,"1920 Beacon St
Brighton, MA 02135","{u'Monday': {u'close': u'01:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'01:00', u'open': u'10:00'}, u'Friday': {u'close': u'01:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'01:00', u'open': u'10:00'}, u'Thursday': {u'close': u'01:00', u'open': u'10:00'}, u'Sunday': {u'close': u'01:00', u'open': u'10:00'}, u'Saturday': {u'close': u'01:00', u'open': u'10:00'}}",42.3365747,-71.1493509,Pino's Pizza,[],True,254,4.0,MA,business
"{u'Drive-Thru': True, u'Alcohol': u'full_bar', u'Noise Level': u'loud', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': True, u'Good For Groups': True}",IUlfRFye-W7qf9U_T_2kTw,"[u'Burgers', u'Bars', u'Nightlife', u'Sandwiches', u'Restaurants']",Brighton,"1960 Beacon St
Brighton, MA 02135","{u'Monday': {u'close': u'02:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:30'}, u'Friday': {u'close': u'02:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:30'}, u'Thursday': {u'close': u'02:00', u'open': u'11:30'}, u'Sunday': {u'close': u'02:00', u'open': u'10:30'}, u'Saturday': {u'close': u'02:00', u'open': u'10:30'}}",42.3364618,-71.1504836,CitySide,[],True,217,3.0,MA,business
"{u'Drive-Thru': False, u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Caters': True, u'Delivery': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Order at Counter': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': False, u'Good For Groups': True}",M9cF09YCto5OKxEykUekGQ,"[u'Burgers', u'Delis', u'Restaurants']",Brighton,"1918 Beacon St
Brighton, MA 02135","{u'Monday': {u'close': u'22:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'07:00'}, u'Friday': {u'close': u'22:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'07:00'}, u'Thursday': {u'close': u'22:00', u'open': u'07:00'}, u'Sunday': {u'close': u'21:00', u'open': u'07:00'}, u'Saturday': {u'close': u'22:00', u'open': u'07:00'}}",42.3363768,-71.1491083,Eagle's Deli,[],True,304,3.5,MA,business
"{u'Take-out': False, u'Accepts Credit Cards': True, u'Price Range': 3, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Good For Kids': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': True, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'free', u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': False}",TQv35vY7DCNAkJxv5eX7Cw,"[u'Restaurants', u'Italian']",Boston,"143 Richmond St
North End
Boston, MA 02109","{u'Monday': {u'close': u'22:30', u'open': u'16:00'}, u'Tuesday': {u'close': u'22:30', u'open': u'16:00'}, u'Friday': {u'close': u'00:30', u'open': u'16:00'}, u'Wednesday': {u'close': u'22:30', u'open': u'16:00'}, u'Thursday': {u'close': u'22:30', u'open': u'16:00'}, u'Saturday': {u'close': u'00:30', u'open': u'11:00'}}",42.3633988,-71.0543352,Vinoteca Di Monica,[u'North End'],True,181,3.5,MA,business
"{u'Take-out': True, u'Good For': {u'lunch': False, u'breakfast': False, u'dinner': False, u'latenight': False}, u'Good For Kids': True, u'Takes Reservations': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 1}",q1QPNweOfqRw_HySjTlA2g,"[u'Mexican', u'Restaurants']",Boston,"82 Water St
Financial District
Boston, MA 02109",{},42.3577,-71.0559284,Boloco,[u'Financial District'],False,8,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Good For Kids': True, u'Parking': {u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Good For Groups': True, u'Delivery': True, u'Order at Counter': False, u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'full_bar', u'Wheelchair Accessible': False}",Ya67rkFqA2RRs1Yrg3k1FQ,"[u'Italian', u'Pizza', u'Restaurants']",Boston,"Faneuil Hall
22 Merchants Row
Boston, MA 02109","{u'Monday': {u'close': u'22:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'11:00'}, u'Friday': {u'close': u'23:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:00'}, u'Thursday': {u'close': u'22:00', u'open': u'11:00'}, u'Sunday': {u'close': u'22:00', u'open': u'11:00'}, u'Saturday': {u'close': u'23:00', u'open': u'11:00'}}",42.359485,-71.055708,Bertucci's,[],True,79,3.0,MA,business
"{u'Take-out': False, u'Accepts Credit Cards': True, u'Price Range': 1, u'Caters': True, u'Good For Kids': False, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Order at Counter': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Attire': u'casual', u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': False, u'Good For Groups': True, u'Wheelchair Accessible': False}",bfVpIX9wXPsl0rIE3jGSpA,"[u'Food', u'Coffee & Tea']",Boston,"1 Faneuil Hall Sq
Boston, MA 02109","{u'Monday': {u'close': u'20:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'20:00', u'open': u'07:00'}, u'Friday': {u'close': u'20:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'20:00', u'open': u'07:00'}, u'Thursday': {u'close': u'20:00', u'open': u'07:00'}, u'Sunday': {u'close': u'20:00', u'open': u'09:00'}, u'Saturday': {u'close': u'20:00', u'open': u'09:00'}}",42.3600861730104,-71.0564788161693,Red Barn Coffee Roasters,[],True,32,4.0,MA,business
"{u'Wheelchair Accessible': True, u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'very_loud', u'Open 24 Hours': False, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Smoking': u'no', u'Happy Hour': False, u'Has TV': True, u'Outdoor Seating': True, u'Coat Check': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Music': {u'dj': True, u'live': True, u'video': False, u'jukebox': False}, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Good For Groups': True, u'Price Range': 2}",XzoBM_4S8SuRZIlbK4iM2A,"[u'Pubs', u'Bars', u'Arts & Entertainment', u'Nightlife', u'Music Venues']",Boston,"1 Faneuil Hall Marketplace
Boston, MA 02109","{u'Monday': {u'close': u'02:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:30'}, u'Friday': {u'close': u'02:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:30'}, u'Thursday': {u'close': u'02:00', u'open': u'11:30'}, u'Sunday': {u'close': u'02:00', u'open': u'11:30'}, u'Saturday': {u'close': u'02:00', u'open': u'11:30'}}",42.3601833182576,-71.0548765596845,Ned Devine's Pub,[],True,259,3.0,MA,business
"{u'Wheelchair Accessible': True, u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': True, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 3, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Dogs Allowed': False, u'Corkage': True, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Happy Hour': False, u'Payment Types': {u'amex': True, u'cash_only': False, u'visa': True, u'mastercard': True, u'discover': False}, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': False, u'Good For Groups': True}",utKIbMfKtwDBKZ22kDb7mw,"[u'American (New)', u'Sushi Bars', u'Restaurants']",Boston,"60 State St
Boston, MA 02109","{u'Monday': {u'close': u'22:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'22:00', u'open': u'11:30'}, u'Friday': {u'close': u'23:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:30'}, u'Thursday': {u'close': u'22:00', u'open': u'11:30'}, u'Sunday': {u'close': u'22:00', u'open': u'16:00'}, u'Saturday': {u'close': u'23:00', u'open': u'12:00'}}",42.359146442508504,-71.0555362701416,Hillstone Restaurant,[],True,436,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Good For Kids': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 2}",YFa5GdK430YPp4MPgTnhvw,"[u'Cuban', u'Seafood', u'Restaurants']",Boston,"16 North St
Boston, MA 02109",{},42.3606216,-71.0564167,Naked Fish Restaurant,[],False,20,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'live': True, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Corkage': False, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",K_VxjURavhviNek112J38Q,"[u'Pubs', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",Boston,"160 State St
Boston, MA 02109","{u'Monday': {u'close': u'02:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:00'}, u'Friday': {u'close': u'02:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:00'}, u'Thursday': {u'close': u'02:00', u'open': u'11:00'}, u'Sunday': {u'close': u'02:00', u'open': u'09:00'}, u'Saturday': {u'close': u'02:00', u'open': u'09:00'}}",42.3594142632159,-71.0536410447498,The Black Rose,[],True,337,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': True, u'intimate': False, u'classy': True, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 3, u'Delivery': False, u'Caters': True, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': True}, u'Good For Kids': False, u'Good For Groups': True}",32ku0SbsU751U-BryExoiw,"[u'French', u'Restaurants']",Boston,"255 State St
Waterfront
Boston, MA 02109",{},42.3594947,-71.0510215,Sel de la Terre,[u'Waterfront'],False,275,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'very_loud', u'Music': {u'dj': True, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': True, u'BYOB': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",aJ0zKKKHh3Z3YpbO514MPg,"[u'Bars', u'Burgers', u'Nightlife', u'Restaurants', u'Sports Bars', u'Pizza']",Boston,"2 Broad St
Financial District
Boston, MA 02109","{u'Monday': {u'close': u'02:00', u'open': u'16:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'16:00'}, u'Friday': {u'close': u'02:00', u'open': u'16:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'16:00'}, u'Thursday': {u'close': u'02:00', u'open': u'16:00'}, u'Sunday': {u'close': u'02:00', u'open': u'12:00'}, u'Saturday': {u'close': u'02:00', u'open': u'12:00'}}",42.358988,-71.054286,The Place,[u'Financial District'],True,123,2.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 2, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",s9DGAFIU1tPaI_SQixI6XA,"[u'Seafood', u'Steakhouses', u'American (Traditional)', u'Restaurants']",Boston,"340 Faneuil Hall Market Pl
Boston, MA 02109","{u'Monday': {u'close': u'21:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'21:00', u'open': u'11:30'}, u'Friday': {u'close': u'22:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'21:00', u'open': u'11:30'}, u'Thursday': {u'close': u'21:00', u'open': u'11:30'}, u'Sunday': {u'close': u'21:00', u'open': u'11:30'}, u'Saturday': {u'close': u'22:00', u'open': u'11:30'}}",42.3604673407354,-71.0550384250855,Durgin Park,[],True,324,3.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'very_loud', u'Music': {u'dj': True, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': True, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': True, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Happy Hour': True, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",LVVLHnAI1ioQuL-3wsVkGA,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",Boston,"148 State  St
Boston, MA 02109",{},42.3594859,-71.054191,McFadden's,[],False,138,2.0,MA,business
